年/Year,月/Month,日/Day,數值/Value,數據完整性/data Completeness
2019.0,7.0,4.0,190,C
2019.0,7.0,5.0,230,C
2019.0,7.0,6.0,230,C
2019.0,7.0,7.0,210,C
2019.0,7.0,8.0,210,C
2019.0,7.0,9.0,220,C
2019.0,7.0,10.0,230,C
2019.0,7.0,11.0,190,C
2019.0,7.0,12.0,210,C
2019.0,7.0,13.0,220,C
2019.0,7.0,14.0,220,C
2019.0,7.0,15.0,190,C
2019.0,7.0,16.0,220,C
2019.0,7.0,17.0,290,C
2019.0,7.0,18.0,280,C
2019.0,7.0,19.0,260,C
2019.0,7.0,20.0,240,C
2019.0,7.0,21.0,250,C
2019.0,7.0,22.0,110,C
2019.0,7.0,23.0,020,C
2019.0,7.0,24.0,160,C
2019.0,7.0,25.0,230,C
2019.0,7.0,26.0,240,C
2019.0,7.0,27.0,240,C
2019.0,7.0,28.0,220,C
2019.0,7.0,29.0,060,C
2019.0,7.0,30.0,070,C
2019.0,7.0,31.0,080,C
2019.0,8.0,1.0,100,C
2019.0,8.0,2.0,080,C
2019.0,8.0,3.0,060,C
2019.0,8.0,4.0,050,C
2019.0,8.0,5.0,030,C
2019.0,8.0,6.0,030,C
2019.0,8.0,7.0,050,C
2019.0,8.0,8.0,230,C
2019.0,8.0,9.0,240,C
2019.0,8.0,10.0,240,C
2019.0,8.0,11.0,230,C
2019.0,8.0,12.0,240,C
2019.0,8.0,13.0,230,C
2019.0,8.0,14.0,230,C
2019.0,8.0,15.0,240,C
2019.0,8.0,16.0,230,C
2019.0,8.0,17.0,230,C
2019.0,8.0,18.0,230,C
2019.0,8.0,19.0,280,C
2019.0,8.0,20.0,090,C
2019.0,8.0,21.0,060,C
2019.0,8.0,22.0,080,C
2019.0,8.0,23.0,080,C
2019.0,8.0,24.0,260,C
2019.0,8.0,25.0,260,C
2019.0,8.0,26.0,050,C
2019.0,8.0,27.0,120,C
2019.0,8.0,28.0,070,C
2019.0,8.0,29.0,070,C
2019.0,8.0,30.0,090,C
2019.0,8.0,31.0,070,C
2019.0,9.0,1.0,060,C
2019.0,9.0,2.0,070,C
2019.0,9.0,3.0,050,C
2019.0,9.0,4.0,080,C
2019.0,9.0,5.0,090,#
2019.0,9.0,6.0,050,C
2019.0,9.0,7.0,010,C
2019.0,9.0,8.0,210,C
2019.0,9.0,9.0,140,C
2019.0,9.0,10.0,090,C
2019.0,9.0,11.0,090,C
2019.0,9.0,12.0,050,C
2019.0,9.0,13.0,080,C
2019.0,9.0,14.0,100,C
2019.0,9.0,15.0,080,C
2019.0,9.0,16.0,090,C
2019.0,9.0,17.0,090,C
2019.0,9.0,18.0,080,C
2019.0,9.0,19.0,130,C
2019.0,9.0,20.0,350,C
2019.0,9.0,21.0,360,C
2019.0,9.0,22.0,360,C
2019.0,9.0,23.0,360,C
2019.0,9.0,24.0,060,C
2019.0,9.0,25.0,090,C
2019.0,9.0,26.0,080,C
2019.0,9.0,27.0,080,C
2019.0,9.0,28.0,080,C
2019.0,9.0,29.0,150,C
2019.0,9.0,30.0,250,C
2019.0,10.0,1.0,250,C
2019.0,10.0,2.0,240,C
2019.0,10.0,3.0,220,C
2019.0,10.0,4.0,150,C
2019.0,10.0,5.0,080,C
2019.0,10.0,6.0,060,C
2019.0,10.0,7.0,080,C
2019.0,10.0,8.0,080,C
2019.0,10.0,9.0,080,C
2019.0,10.0,10.0,080,C
2019.0,10.0,11.0,240,C
2019.0,10.0,12.0,140,C
2019.0,10.0,13.0,030,C
2019.0,10.0,14.0,070,C
2019.0,10.0,15.0,070,C
2019.0,10.0,16.0,080,C
2019.0,10.0,17.0,080,#
2019.0,10.0,18.0,070,C
2019.0,10.0,19.0,080,C
2019.0,10.0,20.0,080,C
2019.0,10.0,21.0,080,C
2019.0,10.0,22.0,080,C
2019.0,10.0,23.0,070,C
2019.0,10.0,24.0,070,C
2019.0,10.0,25.0,070,C
2019.0,10.0,26.0,070,C
2019.0,10.0,27.0,080,C
2019.0,10.0,28.0,080,C
2019.0,10.0,29.0,360,C
2019.0,10.0,30.0,060,C
2019.0,10.0,31.0,060,C
2019.0,11.0,1.0,070,C
2019.0,11.0,2.0,070,C
2019.0,11.0,3.0,070,C
2019.0,11.0,4.0,360,C
2019.0,11.0,5.0,070,C
2019.0,11.0,6.0,070,C
2019.0,11.0,7.0,360,C
2019.0,11.0,8.0,360,C
2019.0,11.0,9.0,070,C
2019.0,11.0,10.0,060,C
2019.0,11.0,11.0,080,C
2019.0,11.0,12.0,070,C
2019.0,11.0,13.0,070,C
2019.0,11.0,14.0,360,C
2019.0,11.0,15.0,080,C
2019.0,11.0,16.0,070,C
2019.0,11.0,17.0,060,C
2019.0,11.0,18.0,360,C
2019.0,11.0,19.0,360,C
2019.0,11.0,20.0,070,C
2019.0,11.0,21.0,070,C
2019.0,11.0,22.0,090,C
2019.0,11.0,23.0,060,C
2019.0,11.0,24.0,060,C
2019.0,11.0,25.0,080,C
2019.0,11.0,26.0,080,C
2019.0,11.0,27.0,070,C
2019.0,11.0,28.0,360,C
2019.0,11.0,29.0,010,C
2019.0,11.0,30.0,070,C
2019.0,12.0,1.0,360,C
2019.0,12.0,2.0,360,C
2019.0,12.0,3.0,360,C
2019.0,12.0,4.0,360,C
2019.0,12.0,5.0,050,C
2019.0,12.0,6.0,360,C
2019.0,12.0,7.0,360,C
2019.0,12.0,8.0,090,C
2019.0,12.0,9.0,070,C
2019.0,12.0,10.0,050,C
2019.0,12.0,11.0,080,C
2019.0,12.0,12.0,070,C
2019.0,12.0,13.0,070,C
2019.0,12.0,14.0,060,C
2019.0,12.0,15.0,060,#
2019.0,12.0,16.0,040,C
2019.0,12.0,17.0,030,C
2019.0,12.0,18.0,030,C
2019.0,12.0,19.0,070,C
2019.0,12.0,20.0,070,C
2019.0,12.0,21.0,020,C
2019.0,12.0,22.0,030,C
2019.0,12.0,23.0,070,C
2019.0,12.0,24.0,060,#
2019.0,12.0,25.0,060,#
2019.0,12.0,26.0,360,C
2019.0,12.0,27.0,360,C
2019.0,12.0,28.0,070,C
2019.0,12.0,29.0,050,C
2019.0,12.0,30.0,070,C
2019.0,12.0,31.0,070,C
2020.0,1.0,1.0,080,C
2020.0,1.0,2.0,050,C
2020.0,1.0,3.0,040,C
2020.0,1.0,4.0,060,C
2020.0,1.0,5.0,060,C
2020.0,1.0,6.0,060,C
2020.0,1.0,7.0,020,C
2020.0,1.0,8.0,010,C
2020.0,1.0,9.0,070,C
2020.0,1.0,10.0,060,C
2020.0,1.0,11.0,040,C
2020.0,1.0,12.0,360,C
2020.0,1.0,13.0,050,C
2020.0,1.0,14.0,060,C
2020.0,1.0,15.0,070,C
2020.0,1.0,16.0,060,C
2020.0,1.0,17.0,010,C
2020.0,1.0,18.0,040,C
2020.0,1.0,19.0,050,C
2020.0,1.0,20.0,020,C
2020.0,1.0,21.0,060,C
2020.0,1.0,22.0,030,C
2020.0,1.0,23.0,020,C
2020.0,1.0,24.0,040,C
2020.0,1.0,25.0,060,C
2020.0,1.0,26.0,360,C
2020.0,1.0,27.0,350,C
2020.0,1.0,28.0,360,C
2020.0,1.0,29.0,360,C
2020.0,1.0,30.0,360,C
2020.0,1.0,31.0,070,C
2020.0,2.0,1.0,070,C
2020.0,2.0,2.0,060,C
2020.0,2.0,3.0,060,C
2020.0,2.0,4.0,050,C
2020.0,2.0,5.0,070,C
2020.0,2.0,6.0,060,C
2020.0,2.0,7.0,060,C
2020.0,2.0,8.0,010,C
2020.0,2.0,9.0,010,C
2020.0,2.0,10.0,050,C
2020.0,2.0,11.0,050,C
2020.0,2.0,12.0,040,C
2020.0,2.0,13.0,030,C
2020.0,2.0,14.0,050,C
2020.0,2.0,15.0,060,C
2020.0,2.0,16.0,350,C
2020.0,2.0,17.0,360,C
2020.0,2.0,18.0,060,C
2020.0,2.0,19.0,060,C
2020.0,2.0,20.0,060,C
2020.0,2.0,21.0,070,C
2020.0,2.0,22.0,060,C
2020.0,2.0,23.0,060,C
2020.0,2.0,24.0,050,C
2020.0,2.0,25.0,040,C
2020.0,2.0,26.0,020,C
2020.0,2.0,27.0,070,C
2020.0,2.0,28.0,060,C
2020.0,2.0,29.0,030,C
2020.0,3.0,1.0,220,C
2020.0,3.0,2.0,070,C
2020.0,3.0,3.0,060,C
2020.0,3.0,4.0,040,C
2020.0,3.0,5.0,060,C
2020.0,3.0,6.0,070,C
2020.0,3.0,7.0,030,C
2020.0,3.0,8.0,050,C
2020.0,3.0,9.0,050,C
2020.0,3.0,10.0,360,C
2020.0,3.0,11.0,060,C
2020.0,3.0,12.0,040,C
2020.0,3.0,13.0,020,C
2020.0,3.0,14.0,360,C
2020.0,3.0,15.0,080,C
2020.0,3.0,16.0,060,C
2020.0,3.0,17.0,040,C
2020.0,3.0,18.0,030,C
2020.0,3.0,19.0,020,C
2020.0,3.0,20.0,020,C
2020.0,3.0,21.0,010,C
2020.0,3.0,22.0,020,C
2020.0,3.0,23.0,230,C
2020.0,3.0,24.0,080,C
2020.0,3.0,25.0,070,C
2020.0,3.0,26.0,050,C
2020.0,3.0,27.0,030,C
2020.0,3.0,28.0,070,C
2020.0,3.0,29.0,080,C
2020.0,3.0,30.0,030,C
2020.0,3.0,31.0,030,C
2020.0,4.0,1.0,040,C
2020.0,4.0,2.0,070,C
2020.0,4.0,3.0,060,C
2020.0,4.0,4.0,070,C
2020.0,4.0,5.0,070,C
2020.0,4.0,6.0,060,C
2020.0,4.0,7.0,070,C
2020.0,4.0,8.0,060,C
2020.0,4.0,9.0,070,C
2020.0,4.0,10.0,070,C
2020.0,4.0,11.0,030,C
2020.0,4.0,12.0,360,C
2020.0,4.0,13.0,360,C
2020.0,4.0,14.0,050,C
2020.0,4.0,15.0,010,C
2020.0,4.0,16.0,120,C
2020.0,4.0,17.0,050,C
2020.0,4.0,18.0,060,C
2020.0,4.0,19.0,240,C
2020.0,4.0,20.0,240,C
2020.0,4.0,21.0,140,C
2020.0,4.0,22.0,080,C
2020.0,4.0,23.0,070,C
2020.0,4.0,24.0,010,C
2020.0,4.0,25.0,010,C
2020.0,4.0,26.0,250,C
2020.0,4.0,27.0,060,C
2020.0,4.0,28.0,080,C
2020.0,4.0,29.0,070,C
2020.0,4.0,30.0,050,C
2020.0,5.0,1.0,150,C
2020.0,5.0,2.0,220,C
2020.0,5.0,3.0,230,C
2020.0,5.0,4.0,230,C
2020.0,5.0,5.0,230,C
2020.0,5.0,6.0,180,C
2020.0,5.0,7.0,160,C
2020.0,5.0,8.0,180,C
2020.0,5.0,9.0,200,C
2020.0,5.0,10.0,230,C
2020.0,5.0,11.0,120,C
2020.0,5.0,12.0,170,C
2020.0,5.0,13.0,080,C
2020.0,5.0,14.0,110,C
2020.0,5.0,15.0,110,C
2020.0,5.0,16.0,080,C
2020.0,5.0,17.0,230,C
2020.0,5.0,18.0,230,C
2020.0,5.0,19.0,150,C
2020.0,5.0,20.0,080,C
2020.0,5.0,21.0,190,C
2020.0,5.0,22.0,230,C
2020.0,5.0,23.0,080,C
2020.0,5.0,24.0,060,C
2020.0,5.0,25.0,080,C
2020.0,5.0,26.0,220,C
2020.0,5.0,27.0,050,C
2020.0,5.0,28.0,070,C
2020.0,5.0,29.0,080,C
2020.0,5.0,30.0,210,C
2020.0,5.0,31.0,210,C
2020.0,6.0,1.0,210,C
2020.0,6.0,2.0,190,C
2020.0,6.0,3.0,210,C
2020.0,6.0,4.0,210,C
2020.0,6.0,5.0,220,C
2020.0,6.0,6.0,190,#
2020.0,6.0,7.0,***,
2020.0,6.0,8.0,***,
2020.0,6.0,9.0,210,#
2020.0,6.0,10.0,200,C
2020.0,6.0,11.0,180,C
2020.0,6.0,12.0,100,C
2020.0,6.0,13.0,050,C
2020.0,6.0,14.0,140,C
2020.0,6.0,15.0,180,C
2020.0,6.0,16.0,180,C
2020.0,6.0,17.0,200,C
2020.0,6.0,18.0,220,C
2020.0,6.0,19.0,240,C
2020.0,6.0,20.0,230,C
2020.0,6.0,21.0,230,C
2020.0,6.0,22.0,230,C
2020.0,6.0,23.0,230,C
2020.0,6.0,24.0,220,C
2020.0,6.0,25.0,210,C
2020.0,6.0,26.0,200,C
2020.0,6.0,27.0,190,C
2020.0,6.0,28.0,220,C
2020.0,6.0,29.0,150,C
2020.0,6.0,30.0,210,C
2020.0,7.0,1.0,130,C
2020.0,7.0,2.0,160,C
2020.0,7.0,3.0,170,C
2020.0,7.0,4.0,190,C
2020.0,7.0,5.0,200,C
2020.0,7.0,6.0,230,C
2020.0,7.0,7.0,230,C
2020.0,7.0,8.0,230,C
2020.0,7.0,9.0,230,C
2020.0,7.0,10.0,200,C
2020.0,7.0,11.0,190,C
2020.0,7.0,12.0,190,C
2020.0,7.0,13.0,230,C
2020.0,7.0,14.0,240,C
2020.0,7.0,15.0,230,C
2020.0,7.0,16.0,230,C
2020.0,7.0,17.0,230,C
2020.0,7.0,18.0,230,C
2020.0,7.0,19.0,230,C
2020.0,7.0,20.0,210,C
2020.0,7.0,21.0,090,C
2020.0,7.0,22.0,100,C
2020.0,7.0,23.0,200,C
2020.0,7.0,24.0,230,C
2020.0,7.0,25.0,230,C
2020.0,7.0,26.0,230,C
2020.0,7.0,27.0,220,C
2020.0,7.0,28.0,200,C
2020.0,7.0,29.0,100,C
2020.0,7.0,30.0,040,C
2020.0,7.0,31.0,080,C
2020.0,8.0,1.0,090,C
2020.0,8.0,2.0,090,C
2020.0,8.0,3.0,130,C
2020.0,8.0,4.0,130,C
2020.0,8.0,5.0,140,C
2020.0,8.0,6.0,080,C
2020.0,8.0,7.0,080,C
2020.0,8.0,8.0,080,C
2020.0,8.0,9.0,160,C
2020.0,8.0,10.0,190,C
2020.0,8.0,11.0,200,C
2020.0,8.0,12.0,140,C
2020.0,8.0,13.0,120,C
2020.0,8.0,14.0,170,C
2020.0,8.0,15.0,160,C
2020.0,8.0,16.0,080,C
2020.0,8.0,17.0,100,C
2020.0,8.0,18.0,060,C
2020.0,8.0,19.0,140,C
2020.0,8.0,20.0,060,C
2020.0,8.0,21.0,100,C
2020.0,8.0,22.0,160,C
2020.0,8.0,23.0,070,C
2020.0,8.0,24.0,230,C
2020.0,8.0,25.0,230,C
2020.0,8.0,26.0,220,C
2020.0,8.0,27.0,220,C
2020.0,8.0,28.0,220,C
2020.0,8.0,29.0,190,C
2020.0,8.0,30.0,090,C
2020.0,8.0,31.0,060,C
2020.0,9.0,1.0,270,C
2020.0,9.0,2.0,240,C
2020.0,9.0,3.0,260,C
2020.0,9.0,4.0,080,C
2020.0,9.0,5.0,070,C
2020.0,9.0,6.0,130,C
2020.0,9.0,7.0,130,C
2020.0,9.0,8.0,080,C
2020.0,9.0,9.0,100,C
2020.0,9.0,10.0,220,C
2020.0,9.0,11.0,210,C
2020.0,9.0,12.0,360,C
2020.0,9.0,13.0,080,C
2020.0,9.0,14.0,070,C
2020.0,9.0,15.0,070,C
2020.0,9.0,16.0,080,C
2020.0,9.0,17.0,070,C
2020.0,9.0,18.0,090,C
2020.0,9.0,19.0,110,C
2020.0,9.0,20.0,100,C
2020.0,9.0,21.0,090,C
2020.0,9.0,22.0,090,C
2020.0,9.0,23.0,100,C
2020.0,9.0,24.0,010,C
2020.0,9.0,25.0,080,C
2020.0,9.0,26.0,080,C
2020.0,9.0,27.0,080,C
2020.0,9.0,28.0,070,C
2020.0,9.0,29.0,070,C
2020.0,9.0,30.0,090,C
2020.0,10.0,1.0,070,C
2020.0,10.0,2.0,070,C
2020.0,10.0,3.0,070,C
2020.0,10.0,4.0,070,C
2020.0,10.0,5.0,080,C
2020.0,10.0,6.0,010,C
2020.0,10.0,7.0,360,C
2020.0,10.0,8.0,360,C
2020.0,10.0,9.0,010,C
2020.0,10.0,10.0,010,C
2020.0,10.0,11.0,070,C
2020.0,10.0,12.0,060,C
2020.0,10.0,13.0,060,C
2020.0,10.0,14.0,070,C
2020.0,10.0,15.0,070,C
2020.0,10.0,16.0,070,C
2020.0,10.0,17.0,080,C
2020.0,10.0,18.0,070,C
2020.0,10.0,19.0,360,C
2020.0,10.0,20.0,360,C
2020.0,10.0,21.0,350,C
2020.0,10.0,22.0,360,C
2020.0,10.0,23.0,360,C
2020.0,10.0,24.0,070,C
2020.0,10.0,25.0,070,C
2020.0,10.0,26.0,070,C
2020.0,10.0,27.0,070,C
2020.0,10.0,28.0,060,C
2020.0,10.0,29.0,070,C
2020.0,10.0,30.0,070,C
2020.0,10.0,31.0,080,C
2020.0,11.0,1.0,060,C
2020.0,11.0,2.0,360,C
2020.0,11.0,3.0,360,C
2020.0,11.0,4.0,070,C
2020.0,11.0,5.0,070,C
2020.0,11.0,6.0,060,C
2020.0,11.0,7.0,360,C
2020.0,11.0,8.0,070,C
2020.0,11.0,9.0,070,C
2020.0,11.0,10.0,070,C
2020.0,11.0,11.0,070,C
2020.0,11.0,12.0,070,C
2020.0,11.0,13.0,360,C
2020.0,11.0,14.0,060,C
2020.0,11.0,15.0,070,C
2020.0,11.0,16.0,050,C
2020.0,11.0,17.0,060,C
2020.0,11.0,18.0,040,C
2020.0,11.0,19.0,030,C
2020.0,11.0,20.0,050,C
2020.0,11.0,21.0,070,C
2020.0,11.0,22.0,060,C
2020.0,11.0,23.0,070,C
2020.0,11.0,24.0,070,C
2020.0,11.0,25.0,060,C
2020.0,11.0,26.0,070,C
2020.0,11.0,27.0,360,C
2020.0,11.0,28.0,360,C
2020.0,11.0,29.0,360,C
2020.0,11.0,30.0,360,C
2020.0,12.0,1.0,360,C
2020.0,12.0,2.0,360,C
2020.0,12.0,3.0,350,C
2020.0,12.0,4.0,360,C
2020.0,12.0,5.0,360,C
2020.0,12.0,6.0,360,C
2020.0,12.0,7.0,360,C
2020.0,12.0,8.0,360,C
2020.0,12.0,9.0,070,C
2020.0,12.0,10.0,020,C
2020.0,12.0,11.0,080,C
2020.0,12.0,12.0,080,C
2020.0,12.0,13.0,070,C
2020.0,12.0,14.0,050,C
2020.0,12.0,15.0,010,C
2020.0,12.0,16.0,360,C
2020.0,12.0,17.0,010,C
2020.0,12.0,18.0,360,C
2020.0,12.0,19.0,350,C
2020.0,12.0,20.0,360,C
2020.0,12.0,21.0,350,C
2020.0,12.0,22.0,360,C
2020.0,12.0,23.0,060,C
2020.0,12.0,24.0,360,C
2020.0,12.0,25.0,070,C
2020.0,12.0,26.0,060,C
2020.0,12.0,27.0,020,C
2020.0,12.0,28.0,040,C
2020.0,12.0,29.0,060,C
2020.0,12.0,30.0,360,C
2020.0,12.0,31.0,360,C
2021.0,1.0,1.0,360,C
2021.0,1.0,2.0,070,C
2021.0,1.0,3.0,040,C
2021.0,1.0,4.0,050,C
2021.0,1.0,5.0,060,C
2021.0,1.0,6.0,060,C
2021.0,1.0,7.0,360,C
2021.0,1.0,8.0,360,C
2021.0,1.0,9.0,360,C
2021.0,1.0,10.0,040,C
2021.0,1.0,11.0,360,C
2021.0,1.0,12.0,360,C
2021.0,1.0,13.0,010,C
2021.0,1.0,14.0,020,C
2021.0,1.0,15.0,040,C
2021.0,1.0,16.0,060,C
2021.0,1.0,17.0,360,C
2021.0,1.0,18.0,360,C
2021.0,1.0,19.0,050,C
2021.0,1.0,20.0,050,C
2021.0,1.0,21.0,030,C
2021.0,1.0,22.0,310,C
2021.0,1.0,23.0,350,C
2021.0,1.0,24.0,060,C
2021.0,1.0,25.0,060,C
2021.0,1.0,26.0,040,C
2021.0,1.0,27.0,050,C
2021.0,1.0,28.0,040,C
2021.0,1.0,29.0,070,C
2021.0,1.0,30.0,060,C
2021.0,1.0,31.0,050,C
2021.0,2.0,1.0,020,C
2021.0,2.0,2.0,350,C
2021.0,2.0,3.0,060,C
2021.0,2.0,4.0,040,C
2021.0,2.0,5.0,050,C
2021.0,2.0,6.0,010,C
2021.0,2.0,7.0,030,C
2021.0,2.0,8.0,070,C
2021.0,2.0,9.0,070,C
2021.0,2.0,10.0,360,C
2021.0,2.0,11.0,350,C
2021.0,2.0,12.0,350,C
2021.0,2.0,13.0,050,C
2021.0,2.0,14.0,010,C
2021.0,2.0,15.0,080,C
2021.0,2.0,16.0,050,C
2021.0,2.0,17.0,360,C
2021.0,2.0,18.0,060,C
2021.0,2.0,19.0,060,C
2021.0,2.0,20.0,020,C
2021.0,2.0,21.0,020,C
2021.0,2.0,22.0,360,C
2021.0,2.0,23.0,070,C
2021.0,2.0,24.0,060,C
2021.0,2.0,25.0,060,C
2021.0,2.0,26.0,030,C
2021.0,2.0,27.0,030,C
2021.0,2.0,28.0,060,C
2021.0,3.0,1.0,030,C
2021.0,3.0,2.0,080,C
2021.0,3.0,3.0,070,C
2021.0,3.0,4.0,060,C
2021.0,3.0,5.0,050,C
2021.0,3.0,6.0,030,C
2021.0,3.0,7.0,060,C
2021.0,3.0,8.0,070,C
2021.0,3.0,9.0,060,C
2021.0,3.0,10.0,060,C
2021.0,3.0,11.0,070,C
2021.0,3.0,12.0,010,C
2021.0,3.0,13.0,070,C
2021.0,3.0,14.0,070,C
2021.0,3.0,15.0,080,C
2021.0,3.0,16.0,030,C
2021.0,3.0,17.0,080,C
2021.0,3.0,18.0,070,C
2021.0,3.0,19.0,070,C
2021.0,3.0,20.0,120,C
2021.0,3.0,21.0,360,C
2021.0,3.0,22.0,360,C
2021.0,3.0,23.0,060,C
2021.0,3.0,24.0,360,C
2021.0,3.0,25.0,080,C
2021.0,3.0,26.0,070,C
2021.0,3.0,27.0,060,C
2021.0,3.0,28.0,240,C
2021.0,3.0,29.0,220,C
2021.0,3.0,30.0,200,C
