年/Year,月/Month,日/Day,數值/Value,數據完整性/data Completeness
2019.0,9.0,8.0,0.4,C
2019.0,9.0,9.0,0.0,C
2019.0,9.0,10.0,0.0,C
2019.0,9.0,11.0,Trace,C
2019.0,9.0,12.0,0.0,C
2019.0,9.0,13.0,Trace,C
2019.0,9.0,14.0,Trace,C
2019.0,9.0,15.0,11.0,C
2019.0,9.0,16.0,4.3,C
2019.0,9.0,17.0,2.1,C
2019.0,9.0,18.0,18.0,C
2019.0,9.0,19.0,8.7,C
2019.0,9.0,20.0,0.0,C
2019.0,9.0,21.0,0.0,C
2019.0,9.0,22.0,0.0,C
2019.0,9.0,23.0,0.0,C
2019.0,9.0,24.0,0.0,C
2019.0,9.0,25.0,Trace,C
2019.0,9.0,26.0,0.0,C
2019.0,9.0,27.0,Trace,C
2019.0,9.0,28.0,0.0,C
2019.0,9.0,29.0,0.0,C
2019.0,9.0,30.0,0.0,C
2019.0,10.0,1.0,0.0,C
2019.0,10.0,2.0,0.0,C
2019.0,10.0,3.0,0.0,C
2019.0,10.0,4.0,0.0,C
2019.0,10.0,5.0,0.0,C
2019.0,10.0,6.0,46.8,C
2019.0,10.0,7.0,17.9,C
2019.0,10.0,8.0,4.9,C
2019.0,10.0,9.0,Trace,C
2019.0,10.0,10.0,0.0,C
2019.0,10.0,11.0,0.0,C
2019.0,10.0,12.0,0.3,C
2019.0,10.0,13.0,13.6,C
2019.0,10.0,14.0,52.1,C
2019.0,10.0,15.0,10.4,C
2019.0,10.0,16.0,0.0,C
2019.0,10.0,17.0,0.0,C
2019.0,10.0,18.0,Trace,C
2019.0,10.0,19.0,0.0,C
2019.0,10.0,20.0,3.5,C
2019.0,10.0,21.0,0.0,C
2019.0,10.0,22.0,0.0,C
2019.0,10.0,23.0,0.0,C
2019.0,10.0,24.0,0.0,C
2019.0,10.0,25.0,0.0,C
2019.0,10.0,26.0,Trace,C
2019.0,10.0,27.0,Trace,C
2019.0,10.0,28.0,Trace,C
2019.0,10.0,29.0,0.0,C
2019.0,10.0,30.0,0.0,C
2019.0,10.0,31.0,0.0,C
2019.0,11.0,1.0,0.0,C
2019.0,11.0,2.0,0.0,C
2019.0,11.0,3.0,0.0,C
2019.0,11.0,4.0,0.0,C
2019.0,11.0,5.0,0.0,C
2019.0,11.0,6.0,0.0,C
2019.0,11.0,7.0,0.0,C
2019.0,11.0,8.0,0.0,C
2019.0,11.0,9.0,0.0,C
2019.0,11.0,10.0,0.0,C
2019.0,11.0,11.0,0.0,C
2019.0,11.0,12.0,0.0,C
2019.0,11.0,13.0,0.0,C
2019.0,11.0,14.0,0.0,C
2019.0,11.0,15.0,0.0,C
2019.0,11.0,16.0,0.0,C
2019.0,11.0,17.0,0.0,C
2019.0,11.0,18.0,0.0,C
2019.0,11.0,19.0,0.0,C
2019.0,11.0,20.0,0.0,C
2019.0,11.0,21.0,Trace,C
2019.0,11.0,22.0,0.0,C
2019.0,11.0,23.0,0.0,C
2019.0,11.0,24.0,0.0,C
2019.0,11.0,25.0,0.0,C
2019.0,11.0,26.0,Trace,C
2019.0,11.0,27.0,0.0,C
2019.0,11.0,28.0,0.0,C
2019.0,11.0,29.0,0.0,C
2019.0,11.0,30.0,0.0,C
2019.0,12.0,1.0,0.0,C
2019.0,12.0,2.0,0.0,C
2019.0,12.0,3.0,0.0,C
2019.0,12.0,4.0,0.0,C
2019.0,12.0,5.0,1.4,C
2019.0,12.0,6.0,0.3,C
2019.0,12.0,7.0,0.0,C
2019.0,12.0,8.0,0.0,C
2019.0,12.0,9.0,0.0,C
2019.0,12.0,10.0,0.0,C
2019.0,12.0,11.0,0.0,C
2019.0,12.0,12.0,0.0,C
2019.0,12.0,13.0,0.0,C
2019.0,12.0,14.0,0.0,C
2019.0,12.0,15.0,0.0,C
2019.0,12.0,16.0,0.0,C
2019.0,12.0,17.0,0.0,C
2019.0,12.0,18.0,0.0,C
2019.0,12.0,19.0,0.1,C
2019.0,12.0,20.0,0.7,C
2019.0,12.0,21.0,1.4,C
2019.0,12.0,22.0,0.0,C
2019.0,12.0,23.0,0.0,C
2019.0,12.0,24.0,0.0,C
2019.0,12.0,25.0,0.0,C
2019.0,12.0,26.0,0.0,C
2019.0,12.0,27.0,0.0,C
2019.0,12.0,28.0,Trace,C
2019.0,12.0,29.0,9.3,C
2019.0,12.0,30.0,0.3,C
2019.0,12.0,31.0,Trace,C
2020.0,1.0,1.0,Trace,C
2020.0,1.0,2.0,0.0,C
2020.0,1.0,3.0,0.0,C
2020.0,1.0,4.0,0.0,C
2020.0,1.0,5.0,0.0,C
2020.0,1.0,6.0,0.0,C
2020.0,1.0,7.0,Trace,C
2020.0,1.0,8.0,0.0,C
2020.0,1.0,9.0,0.0,C
2020.0,1.0,10.0,0.0,C
2020.0,1.0,11.0,0.0,C
2020.0,1.0,12.0,0.0,C
2020.0,1.0,13.0,0.0,C
2020.0,1.0,14.0,0.0,C
2020.0,1.0,15.0,0.1,C
2020.0,1.0,16.0,Trace,C
2020.0,1.0,17.0,0.0,C
2020.0,1.0,18.0,0.0,C
2020.0,1.0,19.0,0.0,C
2020.0,1.0,20.0,0.0,C
2020.0,1.0,21.0,0.0,C
2020.0,1.0,22.0,Trace,C
2020.0,1.0,23.0,0.0,C
2020.0,1.0,24.0,Trace,C
2020.0,1.0,25.0,2.1,C
2020.0,1.0,26.0,12.3,C
2020.0,1.0,27.0,0.2,C
2020.0,1.0,28.0,0.1,C
2020.0,1.0,29.0,0.0,C
2020.0,1.0,30.0,0.0,C
2020.0,1.0,31.0,0.0,C
2020.0,2.0,1.0,0.0,C
2020.0,2.0,2.0,0.0,C
2020.0,2.0,3.0,Trace,C
2020.0,2.0,4.0,0.8,C
2020.0,2.0,5.0,1.0,C
2020.0,2.0,6.0,Trace,C
2020.0,2.0,7.0,0.0,C
2020.0,2.0,8.0,0.0,C
2020.0,2.0,9.0,Trace,C
2020.0,2.0,10.0,0.0,C
2020.0,2.0,11.0,0.8,C
2020.0,2.0,12.0,0.0,C
2020.0,2.0,13.0,41.6,C
2020.0,2.0,14.0,9.7,C
2020.0,2.0,15.0,Trace,C
2020.0,2.0,16.0,25.5,C
2020.0,2.0,17.0,0.0,C
2020.0,2.0,18.0,0.0,C
2020.0,2.0,19.0,0.0,C
2020.0,2.0,20.0,0.0,C
2020.0,2.0,21.0,0.0,C
2020.0,2.0,22.0,0.0,C
2020.0,2.0,23.0,0.0,C
2020.0,2.0,24.0,0.0,C
2020.0,2.0,25.0,Trace,C
2020.0,2.0,26.0,0.0,C
2020.0,2.0,27.0,0.4,C
2020.0,2.0,28.0,0.0,C
2020.0,2.0,29.0,0.0,C
2020.0,3.0,1.0,0.0,C
2020.0,3.0,2.0,Trace,C
2020.0,3.0,3.0,Trace,C
2020.0,3.0,4.0,3.1,C
2020.0,3.0,5.0,0.4,C
2020.0,3.0,6.0,Trace,C
2020.0,3.0,7.0,Trace,C
2020.0,3.0,8.0,Trace,C
2020.0,3.0,9.0,Trace,C
2020.0,3.0,10.0,Trace,C
2020.0,3.0,11.0,Trace,C
2020.0,3.0,12.0,Trace,C
2020.0,3.0,13.0,0.0,C
2020.0,3.0,14.0,0.4,C
2020.0,3.0,15.0,0.0,C
2020.0,3.0,16.0,0.0,C
2020.0,3.0,17.0,0.0,C
2020.0,3.0,18.0,10.7,C
2020.0,3.0,19.0,0.8,C
2020.0,3.0,20.0,0.4,C
2020.0,3.0,21.0,0.2,C
2020.0,3.0,22.0,0.0,C
2020.0,3.0,23.0,0.0,C
2020.0,3.0,24.0,Trace,C
2020.0,3.0,25.0,Trace,C
2020.0,3.0,26.0,1.0,C
2020.0,3.0,27.0,Trace,C
2020.0,3.0,28.0,9.8,C
2020.0,3.0,29.0,2.2,C
2020.0,3.0,30.0,6.5,C
2020.0,3.0,31.0,5.8,C
2020.0,4.0,1.0,0.2,C
2020.0,4.0,2.0,0.4,C
2020.0,4.0,3.0,0.6,C
2020.0,4.0,4.0,1.1,C
2020.0,4.0,5.0,4.6,C
2020.0,4.0,6.0,21.5,C
2020.0,4.0,7.0,Trace,C
2020.0,4.0,8.0,0.0,C
2020.0,4.0,9.0,0.0,C
2020.0,4.0,10.0,0.0,C
2020.0,4.0,11.0,20.5,C
2020.0,4.0,12.0,0.4,C
2020.0,4.0,13.0,0.0,C
2020.0,4.0,14.0,0.0,C
2020.0,4.0,15.0,0.0,C
2020.0,4.0,16.0,0.0,C
2020.0,4.0,17.0,0.0,C
2020.0,4.0,18.0,Trace,C
2020.0,4.0,19.0,0.0,C
2020.0,4.0,20.0,0.0,C
2020.0,4.0,21.0,0.0,C
2020.0,4.0,22.0,25.8,C
2020.0,4.0,23.0,1.3,C
2020.0,4.0,24.0,0.6,C
2020.0,4.0,25.0,0.1,C
2020.0,4.0,26.0,0.7,C
2020.0,4.0,27.0,0.0,C
2020.0,4.0,28.0,0.0,C
2020.0,4.0,29.0,0.0,C
2020.0,4.0,30.0,0.0,C
2020.0,5.0,1.0,0.0,C
2020.0,5.0,2.0,0.0,C
2020.0,5.0,3.0,0.0,C
2020.0,5.0,4.0,0.0,C
2020.0,5.0,5.0,0.0,C
2020.0,5.0,6.0,0.0,C
2020.0,5.0,7.0,0.0,C
2020.0,5.0,8.0,0.1,C
2020.0,5.0,9.0,0.1,C
2020.0,5.0,10.0,0.8,C
2020.0,5.0,11.0,14.8,C
2020.0,5.0,12.0,3.6,C
2020.0,5.0,13.0,0.3,C
2020.0,5.0,14.0,0.1,C
2020.0,5.0,15.0,0.0,C
2020.0,5.0,16.0,0.0,C
2020.0,5.0,17.0,Trace,C
2020.0,5.0,18.0,46.7,C
2020.0,5.0,19.0,0.0,C
2020.0,5.0,20.0,4.3,C
2020.0,5.0,21.0,84.6,C
2020.0,5.0,22.0,17.0,C
2020.0,5.0,23.0,1.5,C
2020.0,5.0,24.0,Trace,C
2020.0,5.0,25.0,32.4,C
2020.0,5.0,26.0,14.4,C
2020.0,5.0,27.0,0.1,C
2020.0,5.0,28.0,0.2,C
2020.0,5.0,29.0,0.2,C
2020.0,5.0,30.0,131.3,C
2020.0,5.0,31.0,Trace,C
2020.0,6.0,1.0,Trace,C
2020.0,6.0,2.0,6.4,C
2020.0,6.0,3.0,Trace,C
2020.0,6.0,4.0,Trace,C
2020.0,6.0,5.0,2.6,C
2020.0,6.0,6.0,183.8,C
2020.0,6.0,7.0,107.4,C
2020.0,6.0,8.0,40.9,C
2020.0,6.0,9.0,1.3,C
2020.0,6.0,10.0,0.2,C
2020.0,6.0,11.0,Trace,C
2020.0,6.0,12.0,0.0,C
2020.0,6.0,13.0,11.7,C
2020.0,6.0,14.0,29.3,C
2020.0,6.0,15.0,0.2,C
2020.0,6.0,16.0,9.4,C
2020.0,6.0,17.0,0.9,C
2020.0,6.0,18.0,0.1,C
2020.0,6.0,19.0,Trace,C
2020.0,6.0,20.0,0.0,C
2020.0,6.0,21.0,Trace,C
2020.0,6.0,22.0,Trace,C
2020.0,6.0,23.0,0.0,C
2020.0,6.0,24.0,0.0,C
2020.0,6.0,25.0,0.1,C
2020.0,6.0,26.0,1.3,C
2020.0,6.0,27.0,1.2,C
2020.0,6.0,28.0,Trace,C
2020.0,6.0,29.0,0.4,C
2020.0,6.0,30.0,Trace,C
2020.0,7.0,1.0,1.1,C
2020.0,7.0,2.0,9.3,C
2020.0,7.0,3.0,29.5,C
2020.0,7.0,4.0,8.3,C
2020.0,7.0,5.0,1.3,C
2020.0,7.0,6.0,4.1,C
2020.0,7.0,7.0,0.7,C
2020.0,7.0,8.0,0.6,C
2020.0,7.0,9.0,Trace,C
2020.0,7.0,10.0,0.0,C
2020.0,7.0,11.0,0.0,C
2020.0,7.0,12.0,0.0,C
2020.0,7.0,13.0,0.0,C
2020.0,7.0,14.0,0.0,C
2020.0,7.0,15.0,0.0,C
2020.0,7.0,16.0,2.4,C
2020.0,7.0,17.0,2.5,C
2020.0,7.0,18.0,2.2,C
2020.0,7.0,19.0,0.0,C
2020.0,7.0,20.0,3.1,C
2020.0,7.0,21.0,0.0,C
2020.0,7.0,22.0,2.5,C
2020.0,7.0,23.0,Trace,C
2020.0,7.0,24.0,0.0,C
2020.0,7.0,25.0,0.0,C
2020.0,7.0,26.0,Trace,C
2020.0,7.0,27.0,2.3,C
2020.0,7.0,28.0,3.0,C
2020.0,7.0,29.0,2.6,C
2020.0,7.0,30.0,13.3,C
2020.0,7.0,31.0,36.6,C
2020.0,8.0,1.0,28.3,C
2020.0,8.0,2.0,25.6,C
2020.0,8.0,3.0,46.9,C
2020.0,8.0,4.0,4.7,C
2020.0,8.0,5.0,53.3,C
2020.0,8.0,6.0,1.7,C
2020.0,8.0,7.0,0.2,C
2020.0,8.0,8.0,0.0,C
2020.0,8.0,9.0,0.0,C
2020.0,8.0,10.0,0.0,C
2020.0,8.0,11.0,0.6,C
2020.0,8.0,12.0,29.4,C
2020.0,8.0,13.0,16.5,C
2020.0,8.0,14.0,9.3,C
2020.0,8.0,15.0,0.0,C
2020.0,8.0,16.0,Trace,C
2020.0,8.0,17.0,16.6,C
2020.0,8.0,18.0,52.7,C
2020.0,8.0,19.0,119.5,C
2020.0,8.0,20.0,Trace,C
2020.0,8.0,21.0,0.0,C
2020.0,8.0,22.0,0.0,C
2020.0,8.0,23.0,0.0,C
2020.0,8.0,24.0,0.0,C
2020.0,8.0,25.0,1.1,C
2020.0,8.0,26.0,12.3,C
2020.0,8.0,27.0,3.1,C
2020.0,8.0,28.0,22.6,C
2020.0,8.0,29.0,3.2,C
2020.0,8.0,30.0,0.6,C
2020.0,8.0,31.0,0.2,C
2020.0,9.0,1.0,1.1,C
2020.0,9.0,2.0,0.4,C
2020.0,9.0,3.0,0.4,C
2020.0,9.0,4.0,0.1,C
2020.0,9.0,5.0,43.9,C
2020.0,9.0,6.0,0.0,C
2020.0,9.0,7.0,4.7,C
2020.0,9.0,8.0,68.9,C
2020.0,9.0,9.0,0.2,C
2020.0,9.0,10.0,8.2,C
2020.0,9.0,11.0,2.7,C
2020.0,9.0,12.0,27.9,C
2020.0,9.0,13.0,5.7,C
2020.0,9.0,14.0,38.2,C
2020.0,9.0,15.0,62.6,C
2020.0,9.0,16.0,4.4,C
2020.0,9.0,17.0,40.6,C
2020.0,9.0,18.0,15.9,C
2020.0,9.0,19.0,50.8,C
2020.0,9.0,20.0,0.7,C
2020.0,9.0,21.0,176.8,C
2020.0,9.0,22.0,0.5,C
2020.0,9.0,23.0,0.0,C
2020.0,9.0,24.0,0.6,C
2020.0,9.0,25.0,0.0,C
2020.0,9.0,26.0,Trace,C
2020.0,9.0,27.0,1.3,C
2020.0,9.0,28.0,26.2,C
2020.0,9.0,29.0,21.9,C
2020.0,9.0,30.0,104.1,C
2020.0,10.0,1.0,0.1,C
2020.0,10.0,2.0,0.0,C
2020.0,10.0,3.0,0.0,C
2020.0,10.0,4.0,0.0,C
2020.0,10.0,5.0,106.1,C
2020.0,10.0,6.0,2.7,C
2020.0,10.0,7.0,0.0,C
2020.0,10.0,8.0,0.0,C
2020.0,10.0,9.0,Trace,C
2020.0,10.0,10.0,Trace,C
2020.0,10.0,11.0,0.0,C
2020.0,10.0,12.0,0.6,C
2020.0,10.0,13.0,26.0,C
2020.0,10.0,14.0,1.2,C
2020.0,10.0,15.0,0.0,C
2020.0,10.0,16.0,Trace,C
2020.0,10.0,17.0,0.2,C
2020.0,10.0,18.0,0.7,C
2020.0,10.0,19.0,0.0,C
2020.0,10.0,20.0,0.0,C
2020.0,10.0,21.0,0.0,C
2020.0,10.0,22.0,0.0,C
2020.0,10.0,23.0,0.0,C
2020.0,10.0,24.0,Trace,C
2020.0,10.0,25.0,0.0,C
2020.0,10.0,26.0,0.0,C
2020.0,10.0,27.0,0.0,C
2020.0,10.0,28.0,4.7,C
2020.0,10.0,29.0,0.1,C
2020.0,10.0,30.0,Trace,C
2020.0,10.0,31.0,0.0,C
2020.0,11.0,1.0,0.0,C
2020.0,11.0,2.0,0.0,C
2020.0,11.0,3.0,0.1,C
2020.0,11.0,4.0,0.4,C
2020.0,11.0,5.0,0.0,C
2020.0,11.0,6.0,0.0,C
2020.0,11.0,7.0,0.0,C
2020.0,11.0,8.0,0.0,C
2020.0,11.0,9.0,Trace,C
2020.0,11.0,10.0,0.0,C
2020.0,11.0,11.0,0.0,C
2020.0,11.0,12.0,0.0,C
2020.0,11.0,13.0,0.4,C
2020.0,11.0,14.0,0.0,C
2020.0,11.0,15.0,Trace,C
2020.0,11.0,16.0,0.0,C
2020.0,11.0,17.0,Trace,C
2020.0,11.0,18.0,1.0,C
2020.0,11.0,19.0,Trace,C
2020.0,11.0,20.0,0.0,C
2020.0,11.0,21.0,2.0,C
2020.0,11.0,22.0,1.1,C
2020.0,11.0,23.0,Trace,C
2020.0,11.0,24.0,0.0,C
2020.0,11.0,25.0,0.0,C
2020.0,11.0,26.0,0.0,C
2020.0,11.0,27.0,0.0,C
2020.0,11.0,28.0,0.0,C
2020.0,11.0,29.0,0.0,C
2020.0,11.0,30.0,0.1,C
2020.0,12.0,1.0,0.0,C
2020.0,12.0,2.0,0.0,C
2020.0,12.0,3.0,0.0,C
2020.0,12.0,4.0,0.0,C
2020.0,12.0,5.0,0.0,C
2020.0,12.0,6.0,0.0,C
2020.0,12.0,7.0,0.0,C
2020.0,12.0,8.0,0.0,C
2020.0,12.0,9.0,Trace,C
2020.0,12.0,10.0,0.3,C
2020.0,12.0,11.0,Trace,C
2020.0,12.0,12.0,Trace,C
2020.0,12.0,13.0,0.0,C
2020.0,12.0,14.0,Trace,C
2020.0,12.0,15.0,Trace,C
2020.0,12.0,16.0,0.0,C
2020.0,12.0,17.0,0.0,C
2020.0,12.0,18.0,0.0,C
2020.0,12.0,19.0,0.0,C
2020.0,12.0,20.0,0.0,C
2020.0,12.0,21.0,0.0,C
2020.0,12.0,22.0,0.0,C
2020.0,12.0,23.0,1.2,C
2020.0,12.0,24.0,0.0,C
2020.0,12.0,25.0,0.0,C
2020.0,12.0,26.0,0.0,C
2020.0,12.0,27.0,0.0,C
2020.0,12.0,28.0,0.0,C
2020.0,12.0,29.0,0.0,C
2020.0,12.0,30.0,0.0,C
2020.0,12.0,31.0,0.0,C
2021.0,1.0,1.0,0.0,C
2021.0,1.0,2.0,0.0,C
