年/Year,月/Month,日/Day,數值/Value,數據完整性/data Completeness
2019.0,10.0,19.0,19.3,C
2019.0,10.0,20.0,25.6,C
2019.0,10.0,21.0,18.2,C
2019.0,10.0,22.0,21.7,C
2019.0,10.0,23.0,25.1,C
2019.0,10.0,24.0,32.0,C
2019.0,10.0,25.0,33.3,C
2019.0,10.0,26.0,30.3,C
2019.0,10.0,27.0,21.6,C
2019.0,10.0,28.0,19.9,C
2019.0,10.0,29.0,27.9,C
2019.0,10.0,30.0,28.2,C
2019.0,10.0,31.0,37.1,C
2019.0,11.0,1.0,37.5,C
2019.0,11.0,2.0,28.2,C
2019.0,11.0,3.0,20.7,C
2019.0,11.0,4.0,26.6,C
2019.0,11.0,5.0,25.4,C
2019.0,11.0,6.0,28.9,C
2019.0,11.0,7.0,23.5,C
2019.0,11.0,8.0,29.5,C
2019.0,11.0,9.0,29.3,C
2019.0,11.0,10.0,21.4,C
2019.0,11.0,11.0,20.8,C
2019.0,11.0,12.0,30.9,C
2019.0,11.0,13.0,20.0,C
2019.0,11.0,14.0,29.8,C
2019.0,11.0,15.0,25.9,C
2019.0,11.0,16.0,22.4,C
2019.0,11.0,17.0,17.1,C
2019.0,11.0,18.0,14.7,C
2019.0,11.0,19.0,25.8,C
2019.0,11.0,20.0,26.2,C
2019.0,11.0,21.0,19.7,C
2019.0,11.0,22.0,11.5,C
2019.0,11.0,23.0,17.8,C
2019.0,11.0,24.0,17.8,C
2019.0,11.0,25.0,40.4,C
2019.0,11.0,26.0,41.3,C
2019.0,11.0,27.0,33.1,C
2019.0,11.0,28.0,32.5,C
2019.0,11.0,29.0,32.9,C
2019.0,11.0,30.0,25.6,C
2019.0,12.0,1.0,13.5,C
2019.0,12.0,2.0,44.1,C
2019.0,12.0,3.0,31.0,C
2019.0,12.0,4.0,31.7,C
2019.0,12.0,5.0,45.1,C
2019.0,12.0,6.0,48.9,C
2019.0,12.0,7.0,37.0,C
2019.0,12.0,8.0,23.4,C
2019.0,12.0,9.0,23.8,C
2019.0,12.0,10.0,16.9,C
2019.0,12.0,11.0,11.0,C
2019.0,12.0,12.0,36.7,C
2019.0,12.0,13.0,32.2,C
2019.0,12.0,14.0,25.5,C
2019.0,12.0,15.0,31.6,#
2019.0,12.0,16.0,18.1,C
2019.0,12.0,17.0,13.1,C
2019.0,12.0,18.0,19.8,C
2019.0,12.0,19.0,27.6,C
2019.0,12.0,20.0,24.5,C
2019.0,12.0,21.0,16.9,C
2019.0,12.0,22.0,6.1,C
2019.0,12.0,23.0,22.7,C
2019.0,12.0,24.0,15.2,#
2019.0,12.0,25.0,22.3,#
2019.0,12.0,26.0,19.0,C
2019.0,12.0,27.0,31.9,C
2019.0,12.0,28.0,28.5,C
2019.0,12.0,29.0,22.5,C
2019.0,12.0,30.0,22.8,C
2019.0,12.0,31.0,43.1,C
2020.0,1.0,1.0,33.2,C
2020.0,1.0,2.0,24.5,C
2020.0,1.0,3.0,21.8,C
2020.0,1.0,4.0,18.0,C
2020.0,1.0,5.0,34.5,C
2020.0,1.0,6.0,24.2,C
2020.0,1.0,7.0,10.5,C
2020.0,1.0,8.0,20.0,C
2020.0,1.0,9.0,35.5,C
2020.0,1.0,10.0,26.3,C
2020.0,1.0,11.0,15.4,C
2020.0,1.0,12.0,24.5,C
2020.0,1.0,13.0,30.0,C
2020.0,1.0,14.0,27.2,C
2020.0,1.0,15.0,38.0,C
2020.0,1.0,16.0,27.9,C
2020.0,1.0,17.0,20.0,C
2020.0,1.0,18.0,25.6,C
2020.0,1.0,19.0,25.2,C
2020.0,1.0,20.0,21.0,C
2020.0,1.0,21.0,33.4,C
2020.0,1.0,22.0,18.3,C
2020.0,1.0,23.0,16.3,C
2020.0,1.0,24.0,25.7,C
2020.0,1.0,25.0,37.5,C
2020.0,1.0,26.0,25.4,C
2020.0,1.0,27.0,28.3,C
2020.0,1.0,28.0,29.0,C
2020.0,1.0,29.0,35.1,C
2020.0,1.0,30.0,31.3,C
2020.0,1.0,31.0,24.8,C
2020.0,2.0,1.0,33.9,C
2020.0,2.0,2.0,37.0,C
2020.0,2.0,3.0,30.9,C
2020.0,2.0,4.0,31.0,C
2020.0,2.0,5.0,39.0,C
2020.0,2.0,6.0,39.1,C
2020.0,2.0,7.0,21.7,C
2020.0,2.0,8.0,18.6,C
2020.0,2.0,9.0,21.2,C
2020.0,2.0,10.0,21.0,C
2020.0,2.0,11.0,24.1,C
2020.0,2.0,12.0,11.3,C
2020.0,2.0,13.0,15.1,C
2020.0,2.0,14.0,18.6,C
2020.0,2.0,15.0,14.3,C
2020.0,2.0,16.0,38.0,C
2020.0,2.0,17.0,34.2,C
2020.0,2.0,18.0,27.9,C
2020.0,2.0,19.0,29.4,C
2020.0,2.0,20.0,30.1,C
2020.0,2.0,21.0,32.6,C
2020.0,2.0,22.0,16.7,C
2020.0,2.0,23.0,35.8,C
2020.0,2.0,24.0,28.1,C
2020.0,2.0,25.0,15.5,C
2020.0,2.0,26.0,9.4,C
2020.0,2.0,27.0,34.1,C
2020.0,2.0,28.0,23.5,C
2020.0,2.0,29.0,8.4,C
2020.0,3.0,1.0,7.1,C
2020.0,3.0,2.0,36.5,C
2020.0,3.0,3.0,30.8,C
2020.0,3.0,4.0,23.5,C
2020.0,3.0,5.0,36.2,C
2020.0,3.0,6.0,33.5,C
2020.0,3.0,7.0,13.4,C
2020.0,3.0,8.0,15.4,C
2020.0,3.0,9.0,10.1,C
2020.0,3.0,10.0,28.6,C
2020.0,3.0,11.0,37.3,C
2020.0,3.0,12.0,23.5,C
2020.0,3.0,13.0,13.6,C
2020.0,3.0,14.0,25.0,C
2020.0,3.0,15.0,23.2,C
2020.0,3.0,16.0,33.2,C
2020.0,3.0,17.0,24.8,C
2020.0,3.0,18.0,18.2,C
2020.0,3.0,19.0,13.5,C
2020.0,3.0,20.0,17.5,C
2020.0,3.0,21.0,14.9,C
2020.0,3.0,22.0,8.6,C
2020.0,3.0,23.0,15.3,C
2020.0,3.0,24.0,27.1,C
2020.0,3.0,25.0,22.6,C
2020.0,3.0,26.0,15.1,C
2020.0,3.0,27.0,12.0,C
2020.0,3.0,28.0,18.1,C
2020.0,3.0,29.0,43.5,C
2020.0,3.0,30.0,25.4,C
2020.0,3.0,31.0,22.0,C
2020.0,4.0,1.0,20.4,C
2020.0,4.0,2.0,42.7,C
2020.0,4.0,3.0,37.2,C
2020.0,4.0,4.0,28.2,C
2020.0,4.0,5.0,43.3,C
2020.0,4.0,6.0,34.1,C
2020.0,4.0,7.0,17.8,C
2020.0,4.0,8.0,25.3,C
2020.0,4.0,9.0,18.6,C
2020.0,4.0,10.0,29.8,C
2020.0,4.0,11.0,13.0,C
2020.0,4.0,12.0,42.6,C
2020.0,4.0,13.0,21.6,C
2020.0,4.0,14.0,15.7,C
2020.0,4.0,15.0,8.1,C
2020.0,4.0,16.0,7.4,C
2020.0,4.0,17.0,9.5,C
2020.0,4.0,18.0,6.5,C
2020.0,4.0,19.0,7.8,C
2020.0,4.0,20.0,14.6,C
2020.0,4.0,21.0,9.8,C
2020.0,4.0,22.0,39.3,C
2020.0,4.0,23.0,33.3,C
2020.0,4.0,24.0,21.2,C
2020.0,4.0,25.0,12.8,C
2020.0,4.0,26.0,4.7,C
2020.0,4.0,27.0,10.3,C
2020.0,4.0,28.0,25.8,C
2020.0,4.0,29.0,24.7,C
2020.0,4.0,30.0,9.7,C
2020.0,5.0,1.0,5.0,C
2020.0,5.0,2.0,9.0,C
2020.0,5.0,3.0,24.8,C
2020.0,5.0,4.0,25.8,C
2020.0,5.0,5.0,26.3,C
2020.0,5.0,6.0,17.6,C
2020.0,5.0,7.0,16.0,C
2020.0,5.0,8.0,23.2,C
2020.0,5.0,9.0,20.3,C
2020.0,5.0,10.0,19.2,C
2020.0,5.0,11.0,6.8,C
2020.0,5.0,12.0,4.6,C
2020.0,5.0,13.0,28.0,C
2020.0,5.0,14.0,28.5,C
2020.0,5.0,15.0,16.6,C
2020.0,5.0,16.0,6.8,C
2020.0,5.0,17.0,12.7,C
2020.0,5.0,18.0,19.1,C
2020.0,5.0,19.0,11.8,C
2020.0,5.0,20.0,27.3,C
2020.0,5.0,21.0,28.6,C
2020.0,5.0,22.0,28.4,C
2020.0,5.0,23.0,26.8,C
2020.0,5.0,24.0,18.1,C
2020.0,5.0,25.0,12.9,C
2020.0,5.0,26.0,20.3,C
2020.0,5.0,27.0,5.6,C
2020.0,5.0,28.0,21.3,C
2020.0,5.0,29.0,17.8,C
2020.0,5.0,30.0,17.0,C
2020.0,5.0,31.0,22.7,C
2020.0,6.0,1.0,23.4,C
2020.0,6.0,2.0,24.5,C
2020.0,6.0,3.0,26.0,C
2020.0,6.0,4.0,24.3,C
2020.0,6.0,5.0,29.6,C
2020.0,6.0,6.0,25.0,#
2020.0,6.0,7.0,***,
2020.0,6.0,8.0,***,
2020.0,6.0,9.0,17.9,#
2020.0,6.0,10.0,16.0,C
2020.0,6.0,11.0,10.0,C
2020.0,6.0,12.0,9.5,C
2020.0,6.0,13.0,33.5,C
2020.0,6.0,14.0,29.9,C
2020.0,6.0,15.0,20.8,C
2020.0,6.0,16.0,21.0,C
2020.0,6.0,17.0,18.1,C
2020.0,6.0,18.0,21.9,C
2020.0,6.0,19.0,18.9,C
2020.0,6.0,20.0,20.7,C
2020.0,6.0,21.0,26.3,C
2020.0,6.0,22.0,26.6,C
2020.0,6.0,23.0,27.5,C
2020.0,6.0,24.0,27.3,C
2020.0,6.0,25.0,27.5,C
2020.0,6.0,26.0,26.8,C
2020.0,6.0,27.0,17.9,C
2020.0,6.0,28.0,13.6,C
2020.0,6.0,29.0,9.3,C
2020.0,6.0,30.0,12.3,C
2020.0,7.0,1.0,15.2,C
2020.0,7.0,2.0,22.9,C
2020.0,7.0,3.0,18.2,C
2020.0,7.0,4.0,17.4,C
2020.0,7.0,5.0,21.4,C
2020.0,7.0,6.0,25.0,C
2020.0,7.0,7.0,22.4,C
2020.0,7.0,8.0,34.0,C
2020.0,7.0,9.0,36.7,C
2020.0,7.0,10.0,27.8,C
2020.0,7.0,11.0,22.3,C
2020.0,7.0,12.0,13.1,C
2020.0,7.0,13.0,13.9,C
2020.0,7.0,14.0,27.2,C
2020.0,7.0,15.0,32.1,C
2020.0,7.0,16.0,25.7,C
2020.0,7.0,17.0,22.7,C
2020.0,7.0,18.0,22.3,C
2020.0,7.0,19.0,20.0,C
2020.0,7.0,20.0,10.5,C
2020.0,7.0,21.0,5.2,C
2020.0,7.0,22.0,12.0,C
2020.0,7.0,23.0,8.0,C
2020.0,7.0,24.0,14.9,C
2020.0,7.0,25.0,22.4,C
2020.0,7.0,26.0,22.7,C
2020.0,7.0,27.0,19.6,C
2020.0,7.0,28.0,13.6,C
2020.0,7.0,29.0,10.0,C
2020.0,7.0,30.0,23.4,C
2020.0,7.0,31.0,49.7,C
2020.0,8.0,1.0,44.0,C
2020.0,8.0,2.0,32.2,C
2020.0,8.0,3.0,15.1,C
2020.0,8.0,4.0,11.5,C
2020.0,8.0,5.0,26.3,C
2020.0,8.0,6.0,15.5,C
2020.0,8.0,7.0,15.9,C
2020.0,8.0,8.0,11.5,C
2020.0,8.0,9.0,7.7,C
2020.0,8.0,10.0,11.7,C
2020.0,8.0,11.0,19.1,C
2020.0,8.0,12.0,25.2,C
2020.0,8.0,13.0,19.8,C
2020.0,8.0,14.0,11.5,C
2020.0,8.0,15.0,9.2,C
2020.0,8.0,16.0,14.3,C
2020.0,8.0,17.0,16.3,C
2020.0,8.0,18.0,36.5,C
2020.0,8.0,19.0,36.5,C
2020.0,8.0,20.0,16.8,C
2020.0,8.0,21.0,9.8,C
2020.0,8.0,22.0,3.0,C
2020.0,8.0,23.0,5.0,C
2020.0,8.0,24.0,23.7,C
2020.0,8.0,25.0,32.2,C
2020.0,8.0,26.0,25.7,C
2020.0,8.0,27.0,16.0,C
2020.0,8.0,28.0,9.3,C
2020.0,8.0,29.0,8.5,C
2020.0,8.0,30.0,8.8,C
2020.0,8.0,31.0,13.5,C
2020.0,9.0,1.0,13.4,C
2020.0,9.0,2.0,11.7,C
2020.0,9.0,3.0,11.3,C
2020.0,9.0,4.0,5.2,C
2020.0,9.0,5.0,11.8,C
2020.0,9.0,6.0,9.0,C
2020.0,9.0,7.0,12.6,C
2020.0,9.0,8.0,14.2,C
2020.0,9.0,9.0,6.3,C
2020.0,9.0,10.0,9.2,C
2020.0,9.0,11.0,8.9,C
2020.0,9.0,12.0,8.2,C
2020.0,9.0,13.0,17.5,C
2020.0,9.0,14.0,32.5,C
2020.0,9.0,15.0,29.1,C
2020.0,9.0,16.0,27.5,C
2020.0,9.0,17.0,39.1,C
2020.0,9.0,18.0,32.4,C
2020.0,9.0,19.0,21.3,C
2020.0,9.0,20.0,13.0,C
2020.0,9.0,21.0,23.4,C
2020.0,9.0,22.0,22.4,C
2020.0,9.0,23.0,13.8,C
2020.0,9.0,24.0,10.4,C
2020.0,9.0,25.0,21.0,C
2020.0,9.0,26.0,37.1,C
2020.0,9.0,27.0,40.8,C
2020.0,9.0,28.0,33.5,C
2020.0,9.0,29.0,26.9,C
2020.0,9.0,30.0,19.8,C
2020.0,10.0,1.0,46.2,C
2020.0,10.0,2.0,35.4,C
2020.0,10.0,3.0,20.8,C
2020.0,10.0,4.0,12.1,C
2020.0,10.0,5.0,32.5,C
2020.0,10.0,6.0,33.4,C
2020.0,10.0,7.0,32.0,C
2020.0,10.0,8.0,30.8,C
2020.0,10.0,9.0,23.7,C
2020.0,10.0,10.0,24.1,C
2020.0,10.0,11.0,30.4,C
2020.0,10.0,12.0,44.7,C
2020.0,10.0,13.0,72.0,C
2020.0,10.0,14.0,66.3,C
2020.0,10.0,15.0,50.8,C
2020.0,10.0,16.0,41.4,C
2020.0,10.0,17.0,40.0,C
2020.0,10.0,18.0,32.3,C
2020.0,10.0,19.0,27.6,C
2020.0,10.0,20.0,24.6,C
2020.0,10.0,21.0,41.5,C
2020.0,10.0,22.0,45.7,C
2020.0,10.0,23.0,38.0,C
2020.0,10.0,24.0,43.0,C
2020.0,10.0,25.0,44.9,C
2020.0,10.0,26.0,33.1,C
2020.0,10.0,27.0,43.0,C
2020.0,10.0,28.0,41.5,C
2020.0,10.0,29.0,34.1,C
2020.0,10.0,30.0,31.3,C
2020.0,10.0,31.0,34.3,C
2020.0,11.0,1.0,22.4,C
2020.0,11.0,2.0,21.4,C
2020.0,11.0,3.0,29.8,C
2020.0,11.0,4.0,39.5,C
2020.0,11.0,5.0,33.8,C
2020.0,11.0,6.0,14.6,C
2020.0,11.0,7.0,18.5,C
2020.0,11.0,8.0,25.8,C
2020.0,11.0,9.0,34.8,C
2020.0,11.0,10.0,34.5,C
2020.0,11.0,11.0,36.5,C
2020.0,11.0,12.0,26.9,C
2020.0,11.0,13.0,27.9,C
2020.0,11.0,14.0,28.9,C
2020.0,11.0,15.0,33.8,C
2020.0,11.0,16.0,21.7,C
2020.0,11.0,17.0,24.5,C
2020.0,11.0,18.0,19.8,C
2020.0,11.0,19.0,9.8,C
2020.0,11.0,20.0,9.9,C
2020.0,11.0,21.0,33.7,C
2020.0,11.0,22.0,19.8,C
2020.0,11.0,23.0,44.8,C
2020.0,11.0,24.0,28.9,C
2020.0,11.0,25.0,29.1,C
2020.0,11.0,26.0,21.8,C
2020.0,11.0,27.0,26.9,C
2020.0,11.0,28.0,29.3,C
2020.0,11.0,29.0,30.0,C
2020.0,11.0,30.0,27.9,C
2020.0,12.0,1.0,25.4,C
2020.0,12.0,2.0,26.3,C
2020.0,12.0,3.0,42.0,C
2020.0,12.0,4.0,38.3,C
2020.0,12.0,5.0,28.0,C
2020.0,12.0,6.0,20.8,C
2020.0,12.0,7.0,15.3,C
2020.0,12.0,8.0,21.3,C
2020.0,12.0,9.0,22.8,C
2020.0,12.0,10.0,14.2,C
2020.0,12.0,11.0,19.1,C
2020.0,12.0,12.0,15.9,C
2020.0,12.0,13.0,29.0,C
2020.0,12.0,14.0,30.5,C
2020.0,12.0,15.0,28.0,C
2020.0,12.0,16.0,26.4,C
2020.0,12.0,17.0,24.0,C
2020.0,12.0,18.0,28.9,C
2020.0,12.0,19.0,35.1,C
2020.0,12.0,20.0,35.6,C
2020.0,12.0,21.0,29.8,C
2020.0,12.0,22.0,24.5,C
2020.0,12.0,23.0,24.0,C
2020.0,12.0,24.0,8.6,C
2020.0,12.0,25.0,29.7,C
2020.0,12.0,26.0,28.3,C
2020.0,12.0,27.0,12.7,C
2020.0,12.0,28.0,24.0,C
2020.0,12.0,29.0,16.1,C
2020.0,12.0,30.0,53.7,C
2020.0,12.0,31.0,39.0,C
2021.0,1.0,1.0,25.6,C
2021.0,1.0,2.0,27.3,C
2021.0,1.0,3.0,26.5,C
